country_of_citizenship,continent,region,number_of_active_students,male,female,associate,bachelors,doctorate,flight_training,high_school,language_training,masters,other,other_vocational_school,primary,secondary,ak,al,ar,az,ca,co,ct,dc,de,fl,ga,gu,hi,ia,id,il,in,ks,ky,la,ma,md,me,mi,mn,mo,mp,ms,mt,nc,nd,ne,nh,nj,nm,nv,ny,oh,ok,or,pa,pr,ri,sc,sd,tn,tx,ut,va,vi,vt,wa,wi,wv,wy,month_year,date,active_students,flight_school
MACEDONIA,Europe,Southern Europe,232,124,108,30,104,49,0,0,7,31,6,0,1,4,0,2,0,2,16,4,3,2,0,18,2,0,0,0,1,26,4,2,1,0,17,0,1,15,9,2,0,4,0,8,1,2,1,6,1,0,29,8,1,3,11,0,2,0,0,6,9,4,4,0,0,3,1,1,0,june-2021,2021-06-01,NA,NA
MADAGASCAR,Africa,Eastern Africa,210,117,93,50,80,23,2,0,5,38,11,0,0,1,0,0,1,4,38,1,1,0,0,6,1,0,0,1,3,9,11,3,2,5,3,4,0,21,3,0,0,0,1,1,0,4,0,1,2,0,10,2,3,0,8,0,1,1,3,2,16,7,16,0,1,13,1,0,0,june-2021,2021-06-01,NA,NA
MALAWI,Africa,Eastern Africa,299,151,148,67,102,45,0,0,3,73,4,0,0,5,0,2,2,9,21,3,6,4,3,8,5,0,1,4,3,7,10,7,3,0,11,3,1,32,6,10,0,2,0,3,0,27,0,6,2,1,20,10,11,3,16,0,0,0,0,5,20,0,3,0,1,2,3,3,0,june-2021,2021-06-01,NA,NA
MALAYSIA,Asia,South-Eastern Asia,5057,2750,2307,200,3366,498,34,0,13,776,100,15,0,55,0,14,27,105,876,91,40,15,14,92,80,0,11,301,15,189,218,123,29,29,210,42,8,242,213,63,0,3,6,37,15,199,9,57,5,8,337,158,113,90,221,1,16,12,9,24,161,40,55,0,5,164,237,21,7,june-2021,2021-06-01,NA,NA
MALDIVES,Asia,Southern Asia,18,7,11,0,9,2,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,june-2021,2021-06-01,NA,NA
MALI,Africa,Western Africa,374,243,131,96,163,11,0,0,40,41,10,0,1,12,0,4,0,4,8,2,1,7,12,17,14,0,0,4,0,10,5,2,2,3,8,24,3,5,12,9,0,1,0,7,0,3,2,13,0,1,65,6,5,6,27,0,0,0,0,2,46,14,10,1,0,6,1,1,1,june-2021,2021-06-01,NA,NA
MALTA,Europe,Southern Europe,48,23,25,2,28,7,0,0,0,6,4,0,0,1,0,0,0,0,5,1,0,1,1,2,0,0,1,0,0,4,2,0,0,1,7,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,7,0,0,1,4,0,1,0,0,0,0,0,3,0,0,0,0,1,0,june-2021,2021-06-01,NA,NA
MARSHALL ISLANDS,Australia&Pacific Islands,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
MARTINIQUE,North America,Caribbean,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
MAURITANIA,Africa,Western Africa,48,39,9,3,26,4,0,0,6,7,2,0,0,0,0,0,0,1,1,3,0,2,0,1,0,0,0,2,0,2,0,1,6,1,3,0,0,1,3,1,0,0,0,2,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,8,0,0,0,0,1,0,june-2021,2021-06-01,NA,NA
MAURITIUS,Africa,Eastern Africa,285,145,140,10,184,40,0,0,2,45,4,0,0,0,0,0,0,1,25,0,8,2,2,18,3,0,0,2,2,14,5,2,4,0,23,4,3,6,9,4,0,1,0,8,0,1,3,8,0,0,42,5,6,3,45,0,1,1,4,2,8,4,4,0,1,0,0,1,0,june-2021,2021-06-01,NA,NA
MAYOTTE,Africa,Eastern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
MEXICO,North America,Central America,12530,6771,5759,1136,4836,1556,119,0,555,2300,282,53,539,1154,5,47,55,485,1577,127,134,85,7,591,215,1,15,61,186,410,191,62,36,56,605,80,40,161,73,99,0,35,7,103,11,53,32,110,270,37,829,102,96,80,236,18,91,38,10,70,4088,427,113,0,23,97,107,33,10,june-2021,2021-06-01,NA,NA
"MICRONESIA, FEDERATED STATES OF",Australia&Pacific Islands,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
MOLDOVA,Europe,Eastern Europe,188,80,108,23,82,20,0,0,13,30,9,0,0,11,0,1,1,1,23,4,3,1,0,3,10,0,0,3,2,23,6,2,3,2,16,1,1,6,6,1,0,1,0,4,0,1,0,2,1,0,18,5,3,1,7,0,0,2,0,0,10,2,7,0,0,4,1,0,0,june-2021,2021-06-01,NA,NA
MONACO,Europe,Western Europe,14,7,7,0,5,2,0,0,0,4,2,0,0,1,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,june-2021,2021-06-01,NA,NA
MONGOLIA,Asia,Eastern Asia,2563,987,1576,292,805,73,8,0,240,978,155,0,0,12,12,1,13,14,524,75,10,159,1,18,6,0,5,128,10,284,31,11,15,1,55,9,0,22,53,69,0,2,1,5,5,3,4,4,1,3,79,11,7,5,57,0,2,3,5,6,28,58,594,0,2,140,11,1,0,june-2021,2021-06-01,NA,NA
MONTENEGRO,Europe,Southern Europe,173,96,77,24,80,12,0,0,9,19,7,2,0,20,0,1,2,4,8,0,2,0,1,10,2,0,0,2,1,13,3,2,1,2,5,3,4,6,0,8,0,2,1,0,1,1,1,4,0,1,35,5,6,0,6,0,2,1,1,2,9,0,6,0,0,1,4,3,1,june-2021,2021-06-01,NA,NA
MONTSERRAT,North America,Caribbean,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
MOROCCO,Africa,Northern Africa,1374,740,634,137,562,182,1,0,55,364,55,1,0,17,0,4,9,14,157,6,28,10,3,136,27,0,1,11,3,68,37,8,11,4,165,9,4,8,30,12,0,54,1,26,6,7,21,27,6,3,180,32,13,5,51,0,14,7,1,7,66,6,53,0,2,9,4,6,2,june-2021,2021-06-01,NA,NA
MOZAMBIQUE,Africa,Eastern Africa,133,62,71,15,72,17,0,0,3,16,1,1,1,7,0,1,1,3,10,2,3,3,1,14,1,0,0,3,4,3,1,4,3,4,3,1,2,3,0,7,0,1,0,4,1,2,0,1,1,0,9,2,2,0,8,0,0,0,1,3,10,1,2,0,0,8,0,0,0,june-2021,2021-06-01,NA,NA
NAMIBIA,Africa,Southern Africa,120,48,72,12,59,13,1,0,0,28,5,1,0,1,0,1,4,2,9,0,1,2,0,3,3,0,1,7,5,6,5,1,1,0,3,1,0,5,3,3,0,1,0,7,0,1,0,4,3,0,14,1,6,1,3,0,0,0,0,0,5,2,3,0,0,1,2,0,0,june-2021,2021-06-01,NA,NA
NEPAL,Asia,Southern Asia,13537,8710,4827,984,6838,2564,8,0,50,3038,44,1,0,10,4,211,105,48,431,154,148,97,146,270,171,0,29,230,231,325,137,168,295,697,426,203,55,272,760,339,1,377,8,108,57,118,58,230,169,72,784,575,585,45,306,4,68,63,129,152,2922,77,375,0,32,109,75,48,38,june-2021,2021-06-01,NA,NA
NETHERLANDS,Europe,Western Europe,2064,1040,1024,205,1118,256,12,0,36,321,36,31,3,46,0,21,11,21,230,28,32,9,8,323,50,0,10,34,4,68,24,23,17,29,116,21,8,51,20,44,0,7,7,64,7,17,15,46,10,2,213,43,27,16,79,3,13,35,11,43,90,15,37,0,7,24,10,17,4,june-2021,2021-06-01,NA,NA
NETHERLANDS ANTILLES,North America,Caribbean,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
NEW CALEDONIA,Australia&Pacific Islands,Melanesia,4,1,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,june-2021,2021-06-01,NA,NA
NEW ZEALAND,Australia&Pacific Islands,Oceania,1464,814,650,92,907,167,0,0,1,213,34,16,2,32,1,18,5,15,249,23,30,11,1,46,28,0,17,24,10,53,36,17,19,9,121,15,4,45,9,35,0,7,5,44,3,7,8,33,3,2,169,26,11,13,84,0,17,11,6,23,39,34,21,0,1,33,6,10,7,june-2021,2021-06-01,NA,NA
NICARAGUA,North America,Central America,468,218,250,55,259,42,0,0,28,61,9,0,4,10,0,2,30,4,25,3,6,7,0,85,12,0,0,2,4,11,18,4,3,20,18,4,3,7,9,12,0,4,0,4,0,2,1,1,3,0,13,15,2,2,30,2,3,3,0,2,64,9,13,0,1,2,3,0,0,june-2021,2021-06-01,NA,NA
NIGER,Africa,Western Africa,189,110,79,38,78,11,1,0,23,27,11,0,0,0,0,1,15,0,4,1,4,1,3,9,15,0,0,1,2,5,8,2,0,0,2,4,2,2,6,1,0,1,0,14,2,5,0,3,3,0,27,6,8,0,13,0,0,0,0,2,8,0,3,0,2,3,0,1,0,june-2021,2021-06-01,NA,NA
NIGERIA,Africa,Western Africa,14204,7542,6662,1535,4706,2442,25,0,78,5006,285,5,13,109,4,248,185,113,721,85,156,265,55,658,563,0,2,137,145,627,324,178,259,351,523,620,19,412,405,271,0,239,18,244,88,87,68,196,59,17,672,442,346,62,561,0,29,125,59,403,2325,87,334,0,29,89,134,140,25,june-2021,2021-06-01,NA,NA
NIUE,Australia&Pacific Islands,Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
NORTH KOREA,Asia,Eastern Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
NORWAY,Europe,Northern Europe,1483,785,698,91,991,74,7,0,2,245,33,8,0,32,11,10,6,23,272,34,20,10,4,136,16,0,32,11,4,73,19,9,13,13,101,4,6,26,25,20,0,2,8,36,15,6,12,21,7,8,149,21,7,16,37,0,8,22,4,24,46,36,19,1,16,26,23,13,2,june-2021,2021-06-01,NA,NA
OMAN,Asia,Western Asia,2308,1721,587,16,2032,57,1,0,73,46,83,0,0,0,0,39,1,74,145,106,0,25,4,390,6,0,0,20,14,6,31,5,97,25,30,1,1,127,86,15,0,7,0,11,0,248,0,1,5,0,36,275,67,63,57,0,0,31,0,5,43,11,19,0,1,76,21,83,0,june-2021,2021-06-01,NA,NA
PAKISTAN,Asia,Southern Asia,6859,4926,1933,574,2790,1196,8,0,229,1934,116,1,0,11,1,67,28,57,469,54,74,60,28,385,237,0,1,106,23,530,227,106,127,31,459,85,12,163,182,99,0,28,1,81,14,19,67,140,19,8,721,163,74,40,282,1,44,20,12,39,975,35,261,0,20,70,66,42,6,june-2021,2021-06-01,NA,NA
PALAU,Australia&Pacific Islands,Micronesia,6,4,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
PANAMA,North America,Central America,1576,885,691,77,1076,38,34,0,87,185,22,1,1,55,0,7,158,6,90,16,4,41,5,232,65,0,2,13,1,39,85,13,32,61,139,11,1,12,4,42,0,6,0,18,1,7,1,11,1,2,88,1,25,16,145,6,9,5,2,6,96,7,28,0,0,10,4,1,1,june-2021,2021-06-01,NA,NA
PAPUA NEW GUINEA,Australia&Pacific Islands,Melanesia,118,68,50,30,44,7,0,0,0,13,11,0,0,13,0,0,2,2,4,0,0,0,0,15,0,0,1,4,2,2,2,7,8,0,0,0,3,14,1,3,0,0,0,0,0,1,0,0,3,0,2,17,4,0,11,0,0,2,0,0,3,0,1,0,1,1,2,0,0,june-2021,2021-06-01,NA,NA
PARAGUAY,South America,South America,514,276,238,35,326,34,3,0,26,77,9,1,0,3,0,9,0,1,36,7,0,5,1,45,11,0,1,7,4,8,11,126,8,3,41,5,0,3,4,2,0,0,0,5,0,1,3,10,8,0,45,6,10,3,17,4,1,5,1,4,19,17,11,0,1,1,1,2,1,june-2021,2021-06-01,NA,NA
PERU,South America,South America,3397,1751,1646,339,1252,485,63,0,321,795,108,4,5,25,0,12,18,33,362,25,32,43,6,489,87,0,8,20,65,115,75,24,17,14,247,45,5,62,41,41,0,14,4,71,6,5,12,67,9,13,350,49,23,26,119,55,11,11,6,21,205,269,92,0,12,26,30,5,0,june-2021,2021-06-01,NA,NA
PHILIPPINES,Asia,South-Eastern Asia,4221,1785,2436,533,1167,431,19,0,797,949,265,9,4,47,2,19,7,31,1246,11,51,48,0,98,45,4,45,14,36,148,39,14,16,18,157,48,2,52,24,16,17,4,4,40,6,6,9,239,14,43,1085,61,20,17,85,1,17,19,1,18,135,29,58,3,5,65,25,4,0,june-2021,2021-06-01,NA,NA
POLAND,Europe,Eastern Europe,1923,797,1126,168,595,274,4,0,384,255,142,8,4,89,0,14,7,24,215,21,38,24,8,120,26,0,4,10,3,286,26,20,23,11,96,17,6,42,15,24,0,6,1,20,1,5,4,107,5,9,356,26,19,7,64,0,9,14,4,17,67,11,54,0,5,7,14,8,3,june-2021,2021-06-01,NA,NA
PORTUGAL,Europe,Southern Europe,996,580,416,106,451,118,5,0,60,183,45,3,2,23,0,19,7,9,140,12,17,8,3,124,16,0,2,15,7,39,22,19,14,5,74,11,4,18,7,10,0,6,2,19,1,1,2,25,4,0,120,13,10,8,37,0,8,6,1,14,44,26,18,0,1,12,9,4,3,june-2021,2021-06-01,NA,NA
QATAR,Asia,Western Asia,507,439,68,48,391,26,0,0,6,26,10,0,0,0,0,4,3,40,94,42,6,13,0,51,1,0,0,1,0,16,1,2,6,6,13,2,4,6,2,3,0,1,0,4,0,0,1,4,1,1,26,2,4,48,5,0,1,1,0,1,37,3,45,0,0,2,2,2,0,june-2021,2021-06-01,NA,NA
ROMANIA,Europe,Eastern Europe,905,375,530,80,372,202,1,0,37,145,51,3,2,12,0,7,3,15,118,6,16,8,2,42,18,0,1,1,3,76,12,10,9,8,85,8,2,39,10,11,0,2,1,12,0,0,4,30,0,7,117,20,7,4,51,0,6,10,2,10,52,4,28,0,4,12,7,4,1,june-2021,2021-06-01,NA,NA
RUSSIA,Europe,Eastern Europe,5255,2337,2918,422,1803,980,6,0,509,936,275,8,29,287,9,23,8,35,1008,48,74,33,15,516,91,0,9,23,10,242,67,28,28,26,526,63,20,80,61,60,1,9,5,81,5,14,27,114,7,18,857,87,26,45,233,1,14,24,7,34,181,44,110,0,15,108,60,15,10,june-2021,2021-06-01,NA,NA
RWANDA,Africa,Eastern Africa,1430,751,679,70,894,128,0,0,4,185,11,2,11,125,1,9,77,28,75,16,18,12,1,18,25,0,0,57,10,46,29,6,31,10,77,10,21,40,56,28,0,8,4,28,2,174,15,6,5,0,60,23,30,12,65,0,4,1,6,30,91,68,32,0,8,29,13,12,3,june-2021,2021-06-01,NA,NA
SAINT BARTHELEMY,North America,Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SAINT KITTS AND NEVIS,North America,Caribbean,202,75,127,13,131,15,1,0,2,33,4,0,0,3,0,2,1,1,12,0,2,5,0,24,3,0,0,1,0,1,1,1,0,1,5,2,1,1,0,4,0,0,0,0,0,1,1,0,1,0,33,4,7,0,2,0,1,2,0,0,53,1,0,25,2,1,0,0,0,june-2021,2021-06-01,NA,NA
SAINT LUCIA,North America,Caribbean,265,109,156,41,151,30,1,0,0,38,1,1,1,1,0,14,3,0,3,2,1,4,4,34,5,0,0,3,1,4,0,4,2,6,6,7,1,5,1,9,0,2,0,2,0,1,1,8,1,0,57,3,5,0,5,0,1,3,0,0,40,1,8,1,0,1,2,3,1,june-2021,2021-06-01,NA,NA
SAINT MARTIN,North America,Caribbean,14,4,10,3,8,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SAINT VINCENT AND THE GRENADINES,North America,Caribbean,106,45,61,17,62,6,3,0,0,13,2,0,1,2,0,2,6,0,3,0,2,3,0,16,0,0,0,2,0,0,1,1,0,0,4,2,3,1,2,3,0,0,0,6,0,0,0,0,0,0,23,1,3,0,4,1,0,3,0,1,8,1,0,1,0,0,0,3,0,june-2021,2021-06-01,NA,NA
SAMOA,Australia&Pacific Islands,Polynesia,19,10,9,5,8,1,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SAN MARINO,Europe,Southern Europe,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SAO TOME AND PRINCIPE,Africa,Central Africa,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SAUDI ARABIA,Asia,Western Asia,23313,16493,6820,786,12335,3600,188,0,1679,4092,594,23,5,11,3,285,166,965,1873,647,312,531,112,2044,322,0,9,224,135,872,806,345,374,177,700,408,23,938,345,499,0,88,88,356,99,112,21,188,84,19,875,1646,378,567,1755,0,55,99,61,499,867,236,886,0,19,487,480,210,23,june-2021,2021-06-01,NA,NA
SENEGAL,Africa,Western Africa,577,347,230,114,242,48,0,0,47,66,13,0,1,46,0,3,4,4,28,9,6,9,4,46,20,0,0,4,1,19,9,12,17,9,22,22,3,5,10,6,0,5,0,12,1,1,3,13,5,1,89,29,9,7,17,0,2,6,0,4,48,7,22,0,3,9,5,4,3,june-2021,2021-06-01,NA,NA
SERBIA,Europe,Southern Europe,1316,751,565,93,691,188,1,0,25,178,31,0,0,109,1,11,11,15,90,12,19,10,3,99,37,0,3,16,7,110,23,24,20,23,60,19,17,13,18,61,0,12,2,28,7,8,10,27,5,4,139,30,40,10,57,0,5,12,3,28,69,5,27,0,5,10,17,24,10,june-2021,2021-06-01,NA,NA
SERBIA AND MONTENEGRO,Europe,Southern Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SEYCHELLES,Africa,Eastern Africa,12,9,3,0,8,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,june-2021,2021-06-01,NA,NA
SIERRA LEONE,Africa,Western Africa,164,108,56,17,80,18,0,0,3,34,3,1,0,8,0,1,1,1,10,0,1,3,2,6,3,0,0,5,6,6,3,1,3,1,10,12,1,2,4,1,0,0,0,3,1,3,0,3,0,0,16,11,6,1,5,0,1,2,0,1,5,1,14,0,1,1,6,0,0,june-2021,2021-06-01,NA,NA
SINGAPORE,Asia,South-Eastern Asia,3105,1620,1485,72,1582,628,14,0,2,695,55,7,2,48,1,3,4,34,696,21,60,26,1,51,63,0,13,9,6,201,72,3,4,1,393,37,9,60,24,26,0,0,0,65,1,4,17,41,2,5,525,35,9,28,206,0,50,7,2,10,84,28,36,0,3,106,22,0,1,june-2021,2021-06-01,NA,NA
SINT MAARTEN,North America,Caribbean,28,8,20,5,18,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SLOVAKIA,Europe,Eastern Europe,348,155,193,32,168,32,0,0,13,48,10,8,2,35,0,4,3,2,37,1,9,4,1,30,5,0,4,0,2,14,8,6,4,1,30,0,6,6,13,8,0,1,0,9,1,2,1,11,3,1,33,12,14,2,10,0,4,4,0,2,11,5,15,0,3,3,1,2,0,june-2021,2021-06-01,NA,NA
SLOVENIA,Europe,Southern Europe,224,113,111,15,131,38,0,0,1,25,6,0,0,8,0,2,5,3,26,4,4,0,0,15,5,0,5,4,1,10,6,2,2,3,18,8,0,5,1,3,0,3,1,7,0,1,0,5,2,3,16,7,3,1,9,0,0,3,0,5,12,2,3,0,0,4,3,0,2,june-2021,2021-06-01,NA,NA
SOLOMON ISLANDS,Australia&Pacific Islands,Melanesia,10,1,9,3,2,0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SOMALIA,Africa,Eastern Africa,64,37,27,1,48,2,0,0,0,0,1,0,0,12,0,0,0,0,3,0,3,1,0,0,2,0,0,2,2,1,0,0,3,0,11,0,0,1,6,1,0,0,0,0,0,0,0,1,1,0,13,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,2,0,june-2021,2021-06-01,NA,NA
SOUTH AFRICA,Africa,Southern Africa,2248,1179,1069,285,1229,194,4,0,2,357,66,19,4,88,0,34,35,33,265,33,35,17,12,106,81,1,5,29,35,73,35,24,34,20,129,23,10,72,24,48,0,13,9,76,2,11,13,50,6,8,249,60,41,18,96,1,15,20,9,38,138,32,54,0,6,27,13,25,5,june-2021,2021-06-01,NA,NA
SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SOUTH KOREA,Asia,Eastern Asia,43773,23185,20588,3094,15639,10011,455,0,2073,7181,2073,23,462,2762,26,235,94,668,8677,267,439,343,72,1094,1704,55,335,425,127,2128,1148,259,206,108,2510,671,114,1290,777,594,118,64,10,596,79,112,127,1076,48,346,5906,764,276,527,1884,0,271,146,73,254,2805,552,1216,0,29,1312,762,42,12,june-2021,2021-06-01,NA,NA
SOUTH SUDAN,Africa,Eastern Africa,100,77,23,9,54,1,0,0,1,13,1,0,1,20,0,0,1,0,9,0,2,3,0,6,6,0,0,8,4,2,0,0,0,1,8,1,2,1,4,0,0,1,1,3,1,1,1,1,1,0,10,2,4,0,2,0,0,0,0,3,4,2,1,0,1,2,1,0,0,june-2021,2021-06-01,NA,NA
SPAIN,Europe,Southern Europe,6558,3654,2904,372,3303,859,14,0,192,1237,168,10,11,392,1,72,53,74,650,88,93,95,15,640,192,0,25,75,32,458,130,94,94,61,455,51,52,114,58,282,0,57,12,171,8,41,46,107,33,12,678,116,71,51,222,9,24,75,8,129,270,87,98,0,18,34,86,121,20,june-2021,2021-06-01,NA,NA
SRI LANKA,Asia,Southern Asia,2769,1484,1285,58,648,1570,3,0,7,465,15,0,0,3,1,25,9,51,167,15,33,21,4,123,52,0,5,60,4,105,66,152,59,49,94,33,6,149,96,78,0,58,17,26,26,33,7,24,29,10,182,200,40,16,73,0,21,58,44,19,263,22,82,0,0,9,23,23,7,june-2021,2021-06-01,NA,NA
STATELESS,0,N/A,29,16,13,0,21,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,7,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,june-2021,2021-06-01,NA,NA
SUDAN,Africa,Northern Africa,276,202,74,18,86,57,0,0,10,98,6,0,0,1,0,2,1,3,16,2,6,5,0,11,2,0,1,10,0,30,5,3,0,0,13,2,0,7,12,11,0,1,0,7,1,1,0,4,0,1,14,12,3,2,12,0,0,1,1,25,20,3,12,0,1,7,3,1,2,june-2021,2021-06-01,NA,NA
SURINAME,South America,South America,70,32,38,12,29,3,2,0,0,16,3,0,1,4,0,1,0,0,3,0,2,0,0,30,3,0,0,4,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,0,4,1,2,0,0,0,0,0,0,june-2021,2021-06-01,NA,NA
SWAZILAND,Africa,Southern Africa,163,80,83,4,125,10,0,0,1,17,1,0,0,5,0,0,0,0,6,2,1,0,1,7,2,0,1,19,14,7,3,1,1,0,6,1,1,2,17,2,0,0,0,8,0,0,4,0,3,1,14,3,21,0,2,1,0,1,0,0,0,3,1,0,4,1,2,0,0,june-2021,2021-06-01,NA,NA
